path,species,stage,source,group_id,split,filename
Dataset 1 кейс/Сорняки/Пырей ползучий/Стеблевание/006510_ed83fc7b-7632-4bfe-b55b-e728f18dccba.jpg,couch_grass,stem_elongation,reference_camera,couch_grass_stem_elongation_g001,train,006510_ed83fc7b-7632-4bfe-b55b-e728f18dccba.jpg
Dataset 1 кейс/Сорняки/Пырей ползучий/Стеблевание/006511_0daf8d30-4f0c-487f-b7d9-a1871b460e94.jpg,couch_grass,stem_elongation,reference_camera,couch_grass_stem_elongation_g001,train,006511_0daf8d30-4f0c-487f-b7d9-a1871b460e94.jpg
Dataset 1 кейс/Сорняки/Пырей ползучий/Стеблевание/006512_ea1e87ec-1e4a-4d0c-9158-7f42697dbcc0.jpg,couch_grass,stem_elongation,reference_camera,couch_grass_stem_elongation_g001,train,006512_ea1e87ec-1e4a-4d0c-9158-7f42697dbcc0.jpg
Dataset 1 кейс/Сорняки/Пырей ползучий/Стеблевание/006513_2ad8283f-62a6-4394-b38d-ee07ab336e99.jpg,couch_grass,stem_elongation,reference_camera,couch_grass_stem_elongation_g001,train,006513_2ad8283f-62a6-4394-b38d-ee07ab336e99.jpg
Dataset 1 кейс/Сорняки/Пырей ползучий/Стеблевание/006514_e661efa5-2b6b-4804-8869-43c13b783564.jpg,couch_grass,stem_elongation,reference_camera,couch_grass_stem_elongation_g001,train,006514_e661efa5-2b6b-4804-8869-43c13b783564.jpg
Dataset 1 кейс/Сорняки/Пырей ползучий/Стеблевание/006515_4d29e116-d30d-4537-b6ef-d956c81c36af.jpg,couch_grass,stem_elongation,reference_camera,couch_grass_stem_elongation_g001,train,006515_4d29e116-d30d-4537-b6ef-d956c81c36af.jpg
Dataset 1 кейс/Сорняки/Пырей ползучий/Стеблевание/006516_b04284f9-6a97-4832-b9a1-381c3e3e42a0.jpg,couch_grass,stem_elongation,reference_camera,couch_grass_stem_elongation_g001,train,006516_b04284f9-6a97-4832-b9a1-381c3e3e42a0.jpg
Dataset 1 кейс/Сорняки/Пырей ползучий/Стеблевание/006517_4800ebf1-19b6-42fd-92c4-bbe92e08260c.jpg,couch_grass,stem_elongation,reference_camera,couch_grass_stem_elongation_g001,train,006517_4800ebf1-19b6-42fd-92c4-bbe92e08260c.jpg
Dataset 1 кейс/Сорняки/Пырей ползучий/Стеблевание/006518_34765c90-0160-4b82-bbd2-a1d74cab5027.jpg,couch_grass,stem_elongation,reference_camera,couch_grass_stem_elongation_g001,train,006518_34765c90-0160-4b82-bbd2-a1d74cab5027.jpg
Dataset 1 кейс/Сорняки/Пырей ползучий/Стеблевание/006519_ec545574-0fa8-42ae-a365-48308de7305c.jpg,couch_grass,stem_elongation,reference_camera,couch_grass_stem_elongation_g001,train,006519_ec545574-0fa8-42ae-a365-48308de7305c.jpg
Dataset 1 кейс/Сорняки/Пырей ползучий/Стеблевание/006520_29d2d8cb-faad-4200-a2a1-e9332a852633.jpg,couch_grass,stem_elongation,reference_camera,couch_grass_stem_elongation_g001,train,006520_29d2d8cb-faad-4200-a2a1-e9332a852633.jpg
Dataset 1 кейс/Сорняки/Пырей ползучий/Стеблевание/006521_20cb5931-aaef-40df-be7b-b83e84ef94af.jpg,couch_grass,stem_elongation,reference_camera,couch_grass_stem_elongation_g001,train,006521_20cb5931-aaef-40df-be7b-b83e84ef94af.jpg
Dataset 1 кейс/Сорняки/Пырей ползучий/Стеблевание/006522_74ad659a-c92c-4506-bf2c-1aabecdc4e2a.jpg,couch_grass,stem_elongation,reference_camera,couch_grass_stem_elongation_g001,train,006522_74ad659a-c92c-4506-bf2c-1aabecdc4e2a.jpg
Dataset 1 кейс/Сорняки/Пырей ползучий/Стеблевание/006523_ef0fd8c4-0e06-4655-b120-5662287ebb7e.jpg,couch_grass,stem_elongation,reference_camera,couch_grass_stem_elongation_g001,train,006523_ef0fd8c4-0e06-4655-b120-5662287ebb7e.jpg
Dataset 1 кейс/Сорняки/Пырей ползучий/Стеблевание/006524_0eb5feb9-43dd-4832-a832-5090bca3a16e.jpg,couch_grass,stem_elongation,reference_camera,couch_grass_stem_elongation_g001,train,006524_0eb5feb9-43dd-4832-a832-5090bca3a16e.jpg
Dataset 1 кейс/Сорняки/Пырей ползучий/Стеблевание/006525_eeb495f1-060d-4834-bf16-b2aac6698589.jpg,couch_grass,stem_elongation,reference_camera,couch_grass_stem_elongation_g001,train,006525_eeb495f1-060d-4834-bf16-b2aac6698589.jpg
Dataset 1 кейс/Сорняки/Пырей ползучий/Стеблевание/006526_a4056528-6fbd-4c90-a7e4-d61fea90a134.jpg,couch_grass,stem_elongation,reference_camera,couch_grass_stem_elongation_g001,train,006526_a4056528-6fbd-4c90-a7e4-d61fea90a134.jpg
Dataset 1 кейс/Сорняки/Пырей ползучий/Стеблевание/006527_291d32e5-bdab-405d-a04c-26b744b229a1.jpg,couch_grass,stem_elongation,reference_camera,couch_grass_stem_elongation_g001,train,006527_291d32e5-bdab-405d-a04c-26b744b229a1.jpg
Dataset 1 кейс/Сорняки/Пырей ползучий/Стеблевание/006528_3cc47e27-055f-4e5c-8d9e-0ba20fbdc61b.jpg,couch_grass,stem_elongation,reference_camera,couch_grass_stem_elongation_g001,train,006528_3cc47e27-055f-4e5c-8d9e-0ba20fbdc61b.jpg
Dataset 1 кейс/Сорняки/Пырей ползучий/Стеблевание/006529_dc0a78f0-3084-44e0-ae2d-603820550287.jpg,couch_grass,stem_elongation,reference_camera,couch_grass_stem_elongation_g001,train,006529_dc0a78f0-3084-44e0-ae2d-603820550287.jpg
Dataset 1 кейс/Сорняки/Пырей ползучий/Стеблевание/006530_a93ea79a-f879-49cb-b156-947df7a87d5a.jpg,couch_grass,stem_elongation,reference_camera,couch_grass_stem_elongation_g001,train,006530_a93ea79a-f879-49cb-b156-947df7a87d5a.jpg
Dataset 1 кейс/Сорняки/Пырей ползучий/Стеблевание/006531_ef415300-cb84-440d-95b9-ff983fe63623.jpg,couch_grass,stem_elongation,reference_camera,couch_grass_stem_elongation_g001,train,006531_ef415300-cb84-440d-95b9-ff983fe63623.jpg
Dataset 1 кейс/Сорняки/Пырей ползучий/Стеблевание/006532_37fe26ff-0df7-4414-9e26-03ddb48d13da.jpg,couch_grass,stem_elongation,reference_camera,couch_grass_stem_elongation_g001,train,006532_37fe26ff-0df7-4414-9e26-03ddb48d13da.jpg
Dataset 1 кейс/Сорняки/Пырей ползучий/Стеблевание/006533_c78dcc8f-f953-4487-8640-0b0b39ae98a2.jpg,couch_grass,stem_elongation,reference_camera,couch_grass_stem_elongation_g001,train,006533_c78dcc8f-f953-4487-8640-0b0b39ae98a2.jpg
Dataset 1 кейс/Сорняки/Пырей ползучий/Стеблевание/006534_c1537bdf-7f8b-4f05-bd07-deadfa814132.jpg,couch_grass,stem_elongation,reference_camera,couch_grass_stem_elongation_g001,train,006534_c1537bdf-7f8b-4f05-bd07-deadfa814132.jpg
Dataset 1 кейс/Сорняки/Пырей ползучий/Стеблевание/006535_d26e6dee-bfac-4f98-a0e1-59a09ca92c03.jpg,couch_grass,stem_elongation,reference_camera,couch_grass_stem_elongation_g001,train,006535_d26e6dee-bfac-4f98-a0e1-59a09ca92c03.jpg
Dataset 1 кейс/Сорняки/Пырей ползучий/Стеблевание/006536_4379b112-7eb5-4e2a-8dc2-2bbd11043ea6.jpg,couch_grass,stem_elongation,reference_camera,couch_grass_stem_elongation_g001,train,006536_4379b112-7eb5-4e2a-8dc2-2bbd11043ea6.jpg
Dataset 1 кейс/Сорняки/Пырей ползучий/Стеблевание/006537_410215f6-f97c-4e6e-937b-1b8ffc5fd138.jpg,couch_grass,stem_elongation,reference_camera,couch_grass_stem_elongation_g001,train,006537_410215f6-f97c-4e6e-937b-1b8ffc5fd138.jpg
Dataset 1 кейс/Сорняки/Пырей ползучий/Стеблевание/009615_38820cdc-de07-4f8e-b86c-22a56e4f56df.jpg,couch_grass,stem_elongation,reference_camera,couch_grass_stem_elongation_g002,train,009615_38820cdc-de07-4f8e-b86c-22a56e4f56df.jpg
Dataset 1 кейс/Сорняки/Пырей ползучий/Стеблевание/009616_ebb1aa10-b95c-4785-8d52-18731aaaef99.jpg,couch_grass,stem_elongation,reference_camera,couch_grass_stem_elongation_g002,train,009616_ebb1aa10-b95c-4785-8d52-18731aaaef99.jpg
Dataset 1 кейс/Сорняки/Пырей ползучий/Стеблевание/009617_792d1a8b-1f37-48c0-b4ab-3a57fd3f5131.jpg,couch_grass,stem_elongation,reference_camera,couch_grass_stem_elongation_g002,train,009617_792d1a8b-1f37-48c0-b4ab-3a57fd3f5131.jpg
Dataset 1 кейс/Сорняки/Пырей ползучий/Стеблевание/009618_40f8e7ee-00ad-4ab8-bb6a-3bc53f62d2cd.jpg,couch_grass,stem_elongation,reference_camera,couch_grass_stem_elongation_g002,train,009618_40f8e7ee-00ad-4ab8-bb6a-3bc53f62d2cd.jpg
Dataset 1 кейс/Сорняки/Пырей ползучий/Стеблевание/009619_28081c8c-8337-486e-8168-a4dab89d64ae.jpg,couch_grass,stem_elongation,reference_camera,couch_grass_stem_elongation_g002,train,009619_28081c8c-8337-486e-8168-a4dab89d64ae.jpg
Dataset 1 кейс/Сорняки/Пырей ползучий/Стеблевание/009620_00b815a2-b149-41d4-b275-71b00c65964f.jpg,couch_grass,stem_elongation,reference_camera,couch_grass_stem_elongation_g002,train,009620_00b815a2-b149-41d4-b275-71b00c65964f.jpg
Dataset 1 кейс/Сорняки/Пырей ползучий/Стеблевание/009621_517b109d-2e94-4c74-81dd-6c56a570629e.jpg,couch_grass,stem_elongation,reference_camera,couch_grass_stem_elongation_g002,train,009621_517b109d-2e94-4c74-81dd-6c56a570629e.jpg
Dataset 1 кейс/Сорняки/Пырей ползучий/Стеблевание/009622_a10cbf03-8f9b-41a8-8d93-b277528cc8a2.jpg,couch_grass,stem_elongation,reference_camera,couch_grass_stem_elongation_g002,train,009622_a10cbf03-8f9b-41a8-8d93-b277528cc8a2.jpg
Dataset 1 кейс/Сорняки/Пырей ползучий/Стеблевание/009623_d7b53b19-5a5f-4dc5-a82a-9571ae49d1e7.jpg,couch_grass,stem_elongation,reference_camera,couch_grass_stem_elongation_g002,train,009623_d7b53b19-5a5f-4dc5-a82a-9571ae49d1e7.jpg
Dataset 1 кейс/Сорняки/Пырей ползучий/Стеблевание/009624_c019f3c0-5da7-466b-8e67-fae2f0de7bf6.jpg,couch_grass,stem_elongation,reference_camera,couch_grass_stem_elongation_g002,train,009624_c019f3c0-5da7-466b-8e67-fae2f0de7bf6.jpg
Dataset 1 кейс/Сорняки/Пырей ползучий/Стеблевание/009625_4fb00947-3dd9-4fba-8449-6de836d1eb1a.jpg,couch_grass,stem_elongation,reference_camera,couch_grass_stem_elongation_g002,train,009625_4fb00947-3dd9-4fba-8449-6de836d1eb1a.jpg
Dataset 1 кейс/Сорняки/Пырей ползучий/Стеблевание/009626_e8efc8c3-ca3a-4a92-a3bf-022157845c6b.jpg,couch_grass,stem_elongation,reference_camera,couch_grass_stem_elongation_g002,train,009626_e8efc8c3-ca3a-4a92-a3bf-022157845c6b.jpg
Dataset 1 кейс/Сорняки/Пырей ползучий/Стеблевание/009627_eeaf2c3b-e89e-485c-ab9f-56de9b3f917e.jpg,couch_grass,stem_elongation,reference_camera,couch_grass_stem_elongation_g002,train,009627_eeaf2c3b-e89e-485c-ab9f-56de9b3f917e.jpg
Dataset 1 кейс/Сорняки/Пырей ползучий/Стеблевание/009628_6833bd46-3c17-4a4d-b56a-552078b6fb4f.jpg,couch_grass,stem_elongation,reference_camera,couch_grass_stem_elongation_g002,train,009628_6833bd46-3c17-4a4d-b56a-552078b6fb4f.jpg
Dataset 1 кейс/Сорняки/Пырей ползучий/Стеблевание/009629_11c35bc3-97b7-44b4-9dda-146844a1ff13.jpg,couch_grass,stem_elongation,reference_camera,couch_grass_stem_elongation_g002,train,009629_11c35bc3-97b7-44b4-9dda-146844a1ff13.jpg
Dataset 1 кейс/Сорняки/Пырей ползучий/Стеблевание/009630_35f6b55b-d5e1-4570-8909-643ef3758a30.jpg,couch_grass,stem_elongation,reference_camera,couch_grass_stem_elongation_g002,train,009630_35f6b55b-d5e1-4570-8909-643ef3758a30.jpg
Dataset 1 кейс/Сорняки/Пырей ползучий/Стеблевание/009631_4a430fcc-e5bd-44c8-a572-47dc5d17262f.jpg,couch_grass,stem_elongation,reference_camera,couch_grass_stem_elongation_g002,train,009631_4a430fcc-e5bd-44c8-a572-47dc5d17262f.jpg
Dataset 1 кейс/Сорняки/Пырей ползучий/Стеблевание/009632_1071f47e-c732-494b-af9c-b22ffb4c5878.jpg,couch_grass,stem_elongation,reference_camera,couch_grass_stem_elongation_g002,train,009632_1071f47e-c732-494b-af9c-b22ffb4c5878.jpg
Dataset 1 кейс/Сорняки/Пырей ползучий/Стеблевание/009633_0d1ae8f5-8a77-482c-8e61-2a6000ce7478.jpg,couch_grass,stem_elongation,reference_camera,couch_grass_stem_elongation_g002,train,009633_0d1ae8f5-8a77-482c-8e61-2a6000ce7478.jpg
Dataset 1 кейс/Сорняки/Пырей ползучий/Стеблевание/009634_fc1564a3-abcc-443f-bc77-3ded0d04b4ae.jpg,couch_grass,stem_elongation,reference_camera,couch_grass_stem_elongation_g002,train,009634_fc1564a3-abcc-443f-bc77-3ded0d04b4ae.jpg
Dataset 1 кейс/Сорняки/Пырей ползучий/Стеблевание/009635_7190ca7c-1da6-48df-bb4a-2a48d735a6e8.jpg,couch_grass,stem_elongation,reference_camera,couch_grass_stem_elongation_g002,train,009635_7190ca7c-1da6-48df-bb4a-2a48d735a6e8.jpg
Dataset 1 кейс/Сорняки/Пырей ползучий/Стеблевание/009636_fd562d0c-e0c4-4ec7-882d-fa50d14f6d3f.jpg,couch_grass,stem_elongation,reference_camera,couch_grass_stem_elongation_g002,train,009636_fd562d0c-e0c4-4ec7-882d-fa50d14f6d3f.jpg
Dataset 1 кейс/Сорняки/Пырей ползучий/Стеблевание/009637_10cf76fd-3d26-4078-aa12-6bc1458681ac.jpg,couch_grass,stem_elongation,reference_camera,couch_grass_stem_elongation_g002,train,009637_10cf76fd-3d26-4078-aa12-6bc1458681ac.jpg
Dataset 1 кейс/Сорняки/Пырей ползучий/Стеблевание/009638_c5c36fa2-58ee-4dd6-8c76-0bd1abd2527f.jpg,couch_grass,stem_elongation,reference_camera,couch_grass_stem_elongation_g002,train,009638_c5c36fa2-58ee-4dd6-8c76-0bd1abd2527f.jpg
Dataset 1 кейс/Сорняки/Пырей ползучий/Стеблевание/009639_83d72beb-2263-46ae-9e10-e8df17949518.jpg,couch_grass,stem_elongation,reference_camera,couch_grass_stem_elongation_g002,train,009639_83d72beb-2263-46ae-9e10-e8df17949518.jpg
Dataset 1 кейс/Сорняки/Пырей ползучий/Стеблевание/009640_5d64ca1c-e5ef-434e-8767-594d77a9f62f.jpg,couch_grass,stem_elongation,reference_camera,couch_grass_stem_elongation_g002,train,009640_5d64ca1c-e5ef-434e-8767-594d77a9f62f.jpg
Dataset 1 кейс/Сорняки/Пырей ползучий/Стеблевание/009641_2fad7b1e-7935-4aa7-a24e-5b9f2b6bf100.jpg,couch_grass,stem_elongation,reference_camera,couch_grass_stem_elongation_g002,train,009641_2fad7b1e-7935-4aa7-a24e-5b9f2b6bf100.jpg
Dataset 1 кейс/Сорняки/Пырей ползучий/Стеблевание/009642_f2ad51e6-344e-4444-9726-5432fb9aa3fc.jpg,couch_grass,stem_elongation,reference_camera,couch_grass_stem_elongation_g002,train,009642_f2ad51e6-344e-4444-9726-5432fb9aa3fc.jpg
Dataset 1 кейс/Сорняки/Пырей ползучий/Стеблевание/009643_e9059c19-0ee0-4259-952f-54b820ae2c20.jpg,couch_grass,stem_elongation,reference_camera,couch_grass_stem_elongation_g002,train,009643_e9059c19-0ee0-4259-952f-54b820ae2c20.jpg
Dataset 1 кейс/Сорняки/Пырей ползучий/Стеблевание/009644_1678f9fc-3339-48a9-8139-14e2745bab1c.jpg,couch_grass,stem_elongation,reference_camera,couch_grass_stem_elongation_g002,train,009644_1678f9fc-3339-48a9-8139-14e2745bab1c.jpg
Dataset 1 кейс/Сорняки/Пырей ползучий/Стеблевание/009645_6e6948e4-69da-41e8-b33f-c903a3a2eabb.jpg,couch_grass,stem_elongation,reference_camera,couch_grass_stem_elongation_g002,train,009645_6e6948e4-69da-41e8-b33f-c903a3a2eabb.jpg
Dataset 1 кейс/Сорняки/Пырей ползучий/Стеблевание/009646_7703d4df-a310-4c54-bc3c-3a1beb687b92.jpg,couch_grass,stem_elongation,reference_camera,couch_grass_stem_elongation_g002,train,009646_7703d4df-a310-4c54-bc3c-3a1beb687b92.jpg
Dataset 1 кейс/Сорняки/Пырей ползучий/Стеблевание/009647_921123e9-d696-458a-9313-6e97f38d357b.jpg,couch_grass,stem_elongation,reference_camera,couch_grass_stem_elongation_g002,train,009647_921123e9-d696-458a-9313-6e97f38d357b.jpg
Dataset 1 кейс/Сорняки/Пырей ползучий/Стеблевание/009648_e039aaa3-dd79-436d-bd99-d5bddf405bb9.jpg,couch_grass,stem_elongation,reference_camera,couch_grass_stem_elongation_g002,train,009648_e039aaa3-dd79-436d-bd99-d5bddf405bb9.jpg
Dataset 1 кейс/Сорняки/Пырей ползучий/Стеблевание/009649_1ba28680-855b-42dd-9ad7-b1e56cc7d700.jpg,couch_grass,stem_elongation,reference_camera,couch_grass_stem_elongation_g002,train,009649_1ba28680-855b-42dd-9ad7-b1e56cc7d700.jpg
Dataset 1 кейс/Сорняки/Пырей ползучий/Стеблевание/009650_0e9c8a5f-c9ba-4349-bfaf-180248387d2b.jpg,couch_grass,stem_elongation,reference_camera,couch_grass_stem_elongation_g002,train,009650_0e9c8a5f-c9ba-4349-bfaf-180248387d2b.jpg
Dataset 1 кейс/Сорняки/Пырей ползучий/Стеблевание/009651_3e3e128b-3f5e-45ae-a47f-4e72e725ab0b.jpg,couch_grass,stem_elongation,reference_camera,couch_grass_stem_elongation_g002,train,009651_3e3e128b-3f5e-45ae-a47f-4e72e725ab0b.jpg
Dataset 1 кейс/Сорняки/Пырей ползучий/Стеблевание/009652_e5058756-f60a-45c9-bce1-80b39670c210.jpg,couch_grass,stem_elongation,reference_camera,couch_grass_stem_elongation_g002,val,009652_e5058756-f60a-45c9-bce1-80b39670c210.jpg
Dataset 1 кейс/Сорняки/Пырей ползучий/Стеблевание/009653_20cc4736-c80c-4591-ba2a-0423bfa1f6e2.jpg,couch_grass,stem_elongation,reference_camera,couch_grass_stem_elongation_g002,val,009653_20cc4736-c80c-4591-ba2a-0423bfa1f6e2.jpg
Dataset 1 кейс/Сорняки/Пырей ползучий/Стеблевание/009654_db393bf0-31ce-4ad4-adb9-50ab7a6dbc2e.jpg,couch_grass,stem_elongation,reference_camera,couch_grass_stem_elongation_g002,val,009654_db393bf0-31ce-4ad4-adb9-50ab7a6dbc2e.jpg
Dataset 1 кейс/Сорняки/Пырей ползучий/Стеблевание/009655_a9d128dd-119c-46fb-81c3-959b34a8f0e1.jpg,couch_grass,stem_elongation,reference_camera,couch_grass_stem_elongation_g002,val,009655_a9d128dd-119c-46fb-81c3-959b34a8f0e1.jpg
Dataset 1 кейс/Сорняки/Пырей ползучий/Стеблевание/009656_95451643-f24b-47cf-aaae-d21347dc51c6.jpg,couch_grass,stem_elongation,reference_camera,couch_grass_stem_elongation_g002,val,009656_95451643-f24b-47cf-aaae-d21347dc51c6.jpg
Dataset 1 кейс/Сорняки/Пырей ползучий/Стеблевание/009657_f5d98871-7dc1-4996-9edc-a3a84d7ec746.jpg,couch_grass,stem_elongation,reference_camera,couch_grass_stem_elongation_g002,val,009657_f5d98871-7dc1-4996-9edc-a3a84d7ec746.jpg
Dataset 1 кейс/Сорняки/Пырей ползучий/Стеблевание/009658_8c3290e5-fcfd-4efc-a265-5de70e1fb289.jpg,couch_grass,stem_elongation,reference_camera,couch_grass_stem_elongation_g002,val,009658_8c3290e5-fcfd-4efc-a265-5de70e1fb289.jpg
Dataset 1 кейс/Сорняки/Пырей ползучий/Стеблевание/009659_118d108d-0551-4908-8b8e-f6955ff56efc.jpg,couch_grass,stem_elongation,reference_camera,couch_grass_stem_elongation_g002,val,009659_118d108d-0551-4908-8b8e-f6955ff56efc.jpg
Dataset 1 кейс/Сорняки/Пырей ползучий/Стеблевание/009660_90bac4d9-19c7-4cf7-bf45-cd2d7db05e81.jpg,couch_grass,stem_elongation,reference_camera,couch_grass_stem_elongation_g002,val,009660_90bac4d9-19c7-4cf7-bf45-cd2d7db05e81.jpg
Dataset 1 кейс/Сорняки/Пырей ползучий/Стеблевание/009661_85ccd96c-2128-40e5-a6e9-16b8d34ccf46.jpg,couch_grass,stem_elongation,reference_camera,couch_grass_stem_elongation_g002,val,009661_85ccd96c-2128-40e5-a6e9-16b8d34ccf46.jpg
Dataset 1 кейс/Сорняки/Пырей ползучий/Стеблевание/009662_37607f75-c1e6-4eb4-9154-2254ac5fc1b0.jpg,couch_grass,stem_elongation,reference_camera,couch_grass_stem_elongation_g002,val,009662_37607f75-c1e6-4eb4-9154-2254ac5fc1b0.jpg
Dataset 1 кейс/Сорняки/Пырей ползучий/Стеблевание/009663_dada3c38-eca6-45ab-b150-fa171d636972.jpg,couch_grass,stem_elongation,reference_camera,couch_grass_stem_elongation_g002,val,009663_dada3c38-eca6-45ab-b150-fa171d636972.jpg
Dataset 1 кейс/Сорняки/Пырей ползучий/Стеблевание/009664_ef1f3e48-4bb9-4483-bf0a-4bb563608d63.jpg,couch_grass,stem_elongation,reference_camera,couch_grass_stem_elongation_g002,val,009664_ef1f3e48-4bb9-4483-bf0a-4bb563608d63.jpg
Dataset 1 кейс/Сорняки/Пырей ползучий/Стеблевание/009665_a2af0326-7ff0-4fdd-aae6-e75542f65d9b.jpg,couch_grass,stem_elongation,reference_camera,couch_grass_stem_elongation_g002,val,009665_a2af0326-7ff0-4fdd-aae6-e75542f65d9b.jpg
Dataset 1 кейс/Сорняки/Пырей ползучий/Стеблевание/009666_d8c1acd8-fa64-4d7e-881f-895a06247fc7.jpg,couch_grass,stem_elongation,reference_camera,couch_grass_stem_elongation_g002,val,009666_d8c1acd8-fa64-4d7e-881f-895a06247fc7.jpg
Dataset 1 кейс/Сорняки/Пырей ползучий/Стеблевание/009667_d51953c9-dbc5-4684-a758-a84c16f88df1.jpg,couch_grass,stem_elongation,reference_camera,couch_grass_stem_elongation_g002,val,009667_d51953c9-dbc5-4684-a758-a84c16f88df1.jpg
Dataset 1 кейс/Сорняки/Пырей ползучий/Стеблевание/009668_a7b23424-c742-41c9-bba6-1c7eb3878fd2.jpg,couch_grass,stem_elongation,reference_camera,couch_grass_stem_elongation_g002,val,009668_a7b23424-c742-41c9-bba6-1c7eb3878fd2.jpg
Dataset 1 кейс/Сорняки/Пырей ползучий/Стеблевание/009669_814dd60f-81ac-4827-a762-ddfde39adb7c.jpg,couch_grass,stem_elongation,reference_camera,couch_grass_stem_elongation_g002,test,009669_814dd60f-81ac-4827-a762-ddfde39adb7c.jpg
Dataset 1 кейс/Сорняки/Пырей ползучий/Стеблевание/009670_171361a4-f358-462a-9471-3e8ba4ac0e9c.jpg,couch_grass,stem_elongation,reference_camera,couch_grass_stem_elongation_g002,test,009670_171361a4-f358-462a-9471-3e8ba4ac0e9c.jpg
Dataset 1 кейс/Сорняки/Пырей ползучий/Стеблевание/009671_45badebf-1d72-4a18-8c15-ab0ea10f39b9.jpg,couch_grass,stem_elongation,reference_camera,couch_grass_stem_elongation_g002,test,009671_45badebf-1d72-4a18-8c15-ab0ea10f39b9.jpg
