image_id,object_id,detector_conf,species,species_ru,species_conf,top_species,top_species_ru,top_species_conf,stage,stage_ru,stage_conf,spray_action,review_required,bbox_x1,bbox_y1,bbox_x2,bbox_y2,bbox_width,bbox_height,drone_lat,drone_lon,drone_abs_alt,drone_rel_alt,timestamp,crop_path
DJI_20260615115515_0164_D.JPG,74,0.6742,unknown,Не определено,0.638,crop_wheat,Пшеница (Культура / Фон),0.638,unknown,Не определено,0.7177,manual_review,True,3624,1792,4081,2116,457,324,52.944005,63.33818333333333,286.437,0.2,2026-06-15 06:55:15 +0000,crops/DJI_20260615115515_0164_D/crop_0073_0.67.jpg
DJI_20260615115515_0164_D.JPG,78,0.6657,unknown,Не определено,0.642,crop_wheat,Пшеница (Культура / Фон),0.642,unknown,Не определено,0.6889,manual_review,True,2197,1437,2280,1466,83,29,52.944005,63.33818333333333,286.437,0.2,2026-06-15 06:55:15 +0000,crops/DJI_20260615115515_0164_D/crop_0077_0.67.jpg
DJI_20260615115515_0164_D.JPG,80,0.6624,unknown,Не определено,0.6416,crop_wheat,Пшеница (Культура / Фон),0.6416,unknown,Не определено,0.7823,manual_review,True,2777,2580,2836,2675,59,95,52.944005,63.33818333333333,286.437,0.2,2026-06-15 06:55:15 +0000,crops/DJI_20260615115515_0164_D/crop_0079_0.66.jpg
DJI_20260615134123_0339_D.JPG,1,0.9005,unknown,Не определено,0.6412,crop_wheat,Пшеница (Культура / Фон),0.6412,unknown,Не определено,0.5287,manual_review,True,1024,2151,1208,2376,184,225,52.91280166666667,63.37184833333333,314.749,2.3,2026-06-15 08:41:23 +0000,crops/DJI_20260615134123_0339_D/crop_0000_0.90.jpg
DJI_20260615134123_0339_D.JPG,3,0.8325,unknown,Не определено,0.4337,crop_wheat,Пшеница (Культура / Фон),0.4337,unknown,Не определено,0.8159,manual_review,True,1670,20,2046,435,376,415,52.91280166666667,63.37184833333333,314.749,2.3,2026-06-15 08:41:23 +0000,crops/DJI_20260615134123_0339_D/crop_0002_0.83.jpg
DJI_20260615134123_0339_D.JPG,4,0.8317,unknown,Не определено,0.559,crop_wheat,Пшеница (Культура / Фон),0.559,unknown,Не определено,0.9619,manual_review,True,1783,1792,2304,2142,521,350,52.91280166666667,63.37184833333333,314.749,2.3,2026-06-15 08:41:23 +0000,crops/DJI_20260615134123_0339_D/crop_0003_0.83.jpg
DJI_20260615134123_0339_D.JPG,5,0.8282,unknown,Не определено,0.4488,crop_wheat,Пшеница (Культура / Фон),0.4488,unknown,Не определено,0.8668,manual_review,True,340,2463,508,2681,168,218,52.91280166666667,63.37184833333333,314.749,2.3,2026-06-15 08:41:23 +0000,crops/DJI_20260615134123_0339_D/crop_0004_0.83.jpg
DJI_20260615134123_0339_D.JPG,6,0.8227,unknown,Не определено,0.6134,field_bindweed,Вьюнок полевой,0.6134,unknown,Не определено,0.9036,manual_review,True,0,1792,829,2578,829,786,52.91280166666667,63.37184833333333,314.749,2.3,2026-06-15 08:41:23 +0000,crops/DJI_20260615134123_0339_D/crop_0005_0.82.jpg
DJI_20260615134123_0339_D.JPG,7,0.8089,unknown,Не определено,0.5572,crop_wheat,Пшеница (Культура / Фон),0.5572,unknown,Не определено,0.824,manual_review,True,2821,530,3263,890,442,360,52.91280166666667,63.37184833333333,314.749,2.3,2026-06-15 08:41:23 +0000,crops/DJI_20260615134123_0339_D/crop_0006_0.81.jpg
DJI_20260615134123_0339_D.JPG,8,0.8077,unknown,Не определено,0.6431,crop_wheat,Пшеница (Культура / Фон),0.6431,unknown,Не определено,0.8099,manual_review,True,1236,885,1288,939,52,54,52.91280166666667,63.37184833333333,314.749,2.3,2026-06-15 08:41:23 +0000,crops/DJI_20260615134123_0339_D/crop_0007_0.81.jpg
DJI_20260615134123_0339_D.JPG,9,0.7917,unknown,Не определено,0.4395,crop_wheat,Пшеница (Культура / Фон),0.4395,unknown,Не определено,0.7692,manual_review,True,1819,0,2115,150,296,150,52.91280166666667,63.37184833333333,314.749,2.3,2026-06-15 08:41:23 +0000,crops/DJI_20260615134123_0339_D/crop_0008_0.79.jpg
DJI_20260615134123_0339_D.JPG,10,0.7899,unknown,Не определено,0.4835,couch_grass,Пырей ползучий,0.4835,unknown,Не определено,0.7617,manual_review,True,1026,1560,1432,1929,406,369,52.91280166666667,63.37184833333333,314.749,2.3,2026-06-15 08:41:23 +0000,crops/DJI_20260615134123_0339_D/crop_0009_0.79.jpg
DJI_20260615134123_0339_D.JPG,11,0.7802,couch_grass,Пырей ползучий,0.7408,couch_grass,Пырей ползучий,0.7408,stem_elongation,Стеблевание,0.8818,spray_weed,False,3096,0,3327,576,231,576,52.91280166666667,63.37184833333333,314.749,2.3,2026-06-15 08:41:23 +0000,crops/DJI_20260615134123_0339_D/crop_0010_0.78.jpg
DJI_20260615134123_0339_D.JPG,14,0.7643,couch_grass,Пырей ползучий,0.6823,couch_grass,Пырей ползучий,0.6823,stem_elongation,Стеблевание,0.8974,spray_weed,False,2975,0,3912,838,937,838,52.91280166666667,63.37184833333333,314.749,2.3,2026-06-15 08:41:23 +0000,crops/DJI_20260615134123_0339_D/crop_0013_0.76.jpg
DJI_20260615134123_0339_D.JPG,15,0.7561,field_thistle,Бодяк полевой,1.0000,field_thistle,Бодяк полевой,1.0000,unknown,Не определено,0.5576,spray_weed,False,680,2555,1130,3040,450,485,52.91280166666667,63.37184833333333,314.749,2.3,2026-06-15 08:41:23 +0000,crops/DJI_20260615134123_0339_D/crop_0014_0.76.jpg
DJI_20260615134123_0339_D.JPG,16,0.7532,unknown,Не определено,0.5559,crop_wheat,Пшеница (Культура / Фон),0.5559,unknown,Не определено,0.8122,manual_review,True,2816,3,3107,440,291,437,52.91280166666667,63.37184833333333,314.749,2.3,2026-06-15 08:41:23 +0000,crops/DJI_20260615134123_0339_D/crop_0015_0.75.jpg
DJI_20260615134123_0339_D.JPG,17,0.7248,couch_grass,Пырей ползучий,1.0000,couch_grass,Пырей ползучий,1.0000,unknown,Не определено,0.906,spray_weed,False,2449,1451,3328,2304,879,853,52.91280166666667,63.37184833333333,314.749,2.3,2026-06-15 08:41:23 +0000,crops/DJI_20260615134123_0339_D/crop_0016_0.72.jpg
DJI_20260615134123_0339_D.JPG,18,0.7219,field_thistle,Бодяк полевой,1.0000,field_thistle,Бодяк полевой,1.0000,unknown,Не определено,0.7648,spray_weed,False,1024,2590,1084,2756,60,166,52.91280166666667,63.37184833333333,314.749,2.3,2026-06-15 08:41:23 +0000,crops/DJI_20260615134123_0339_D/crop_0017_0.72.jpg
DJI_20260615134123_0339_D.JPG,19,0.7099,unknown,Не определено,0.6107,couch_grass,Пырей ползучий,0.6107,unknown,Не определено,0.8841,manual_review,True,0,1024,831,1751,831,727,52.91280166666667,63.37184833333333,314.749,2.3,2026-06-15 08:41:23 +0000,crops/DJI_20260615134123_0339_D/crop_0018_0.71.jpg
DJI_20260615134123_0339_D.JPG,20,0.709,unknown,Не определено,0.545,couch_grass,Пырей ползучий,0.545,unknown,Не определено,0.9128,manual_review,True,1209,1760,1867,2304,658,544,52.91280166666667,63.37184833333333,314.749,2.3,2026-06-15 08:41:23 +0000,crops/DJI_20260615134123_0339_D/crop_0019_0.71.jpg
DJI_20260615134123_0339_D.JPG,21,0.706,unknown,Не определено,0.63,crop_wheat,Пшеница (Культура / Фон),0.63,unknown,Не определено,0.6927,manual_review,True,1413,1708,1616,1877,203,169,52.91280166666667,63.37184833333333,314.749,2.3,2026-06-15 08:41:23 +0000,crops/DJI_20260615134123_0339_D/crop_0020_0.71.jpg
DJI_20260615134123_0339_D.JPG,22,0.7046,unknown,Не определено,0.6156,crop_wheat,Пшеница (Культура / Фон),0.6156,unknown,Не определено,0.6205,manual_review,True,2725,941,2966,1157,241,216,52.91280166666667,63.37184833333333,314.749,2.3,2026-06-15 08:41:23 +0000,crops/DJI_20260615134123_0339_D/crop_0021_0.70.jpg
DJI_20260615134123_0339_D.JPG,24,0.6956,unknown,Не определено,0.6286,couch_grass,Пырей ползучий,0.6286,unknown,Не определено,0.9458,manual_review,True,710,10,1280,528,570,518,52.91280166666667,63.37184833333333,314.749,2.3,2026-06-15 08:41:23 +0000,crops/DJI_20260615134123_0339_D/crop_0023_0.70.jpg
DJI_20260615134123_0339_D.JPG,25,0.6836,unknown,Не определено,0.6474,couch_grass,Пырей ползучий,0.6474,unknown,Не определено,0.9084,manual_review,True,2048,571,2560,1280,512,709,52.91280166666667,63.37184833333333,314.749,2.3,2026-06-15 08:41:23 +0000,crops/DJI_20260615134123_0339_D/crop_0024_0.68.jpg
DJI_20260615134123_0339_D.JPG,26,0.6734,couch_grass,Пырей ползучий,0.729,couch_grass,Пырей ползучий,0.729,stem_elongation,Стеблевание,0.9488,spray_weed,False,1709,1440,2302,2304,593,864,52.91280166666667,63.37184833333333,314.749,2.3,2026-06-15 08:41:23 +0000,crops/DJI_20260615134123_0339_D/crop_0025_0.67.jpg
DJI_20260615134123_0339_D.JPG,27,0.659,crop_wheat,Пшеница (культура / фон),1.0000,crop_wheat,Пшеница (культура / фон),1.0000,unknown,Не определено,0.8389,do_not_spray,False,6,2421,388,3067,382,646,52.91280166666667,63.37184833333333,314.749,2.3,2026-06-15 08:41:23 +0000,crops/DJI_20260615134123_0339_D/crop_0026_0.66.jpg
DJI_20260615134123_0339_D.JPG,28,0.6525,unknown,Не определено,0.5921,couch_grass,Пырей ползучий,0.5921,unknown,Не определено,0.9129,manual_review,True,2958,1024,3326,1499,368,475,52.91280166666667,63.37184833333333,314.749,2.3,2026-06-15 08:41:23 +0000,crops/DJI_20260615134123_0339_D/crop_0027_0.65.jpg
DJI_20260615134123_0339_D.JPG,29,0.6515,couch_grass,Пырей ползучий,0.6974,couch_grass,Пырей ползучий,0.6974,stem_elongation,Стеблевание,0.9471,spray_weed,False,2048,1199,2741,2084,693,885,52.91280166666667,63.37184833333333,314.749,2.3,2026-06-15 08:41:23 +0000,crops/DJI_20260615134123_0339_D/crop_0028_0.65.jpg
DJI_20260615134123_0339_D.JPG,30,0.6511,couch_grass,Пырей ползучий,0.6506,couch_grass,Пырей ползучий,0.6506,stem_elongation,Стеблевание,0.9325,spray_weed,False,1498,2127,2304,3024,806,897,52.91280166666667,63.37184833333333,314.749,2.3,2026-06-15 08:41:23 +0000,crops/DJI_20260615134123_0339_D/crop_0029_0.65.jpg
DJI_20260615134520_0343_D.JPG,3,0.8978,unknown,Не определено,0.5248,crop_wheat,Пшеница (Культура / Фон),0.5248,unknown,Не определено,0.5465,manual_review,True,1024,1024,1419,1441,395,417,52.92513666666667,63.36393,314.149,1.7,2026-06-15 08:45:20 +0000,crops/DJI_20260615134520_0343_D/crop_0002_0.90.jpg
DJI_20260615134520_0343_D.JPG,6,0.8583,unknown,Не определено,0.5831,crop_wheat,Пшеница (Культура / Фон),0.5831,unknown,Не определено,0.8062,manual_review,True,1568,158,1700,213,132,55,52.92513666666667,63.36393,314.149,1.7,2026-06-15 08:45:20 +0000,crops/DJI_20260615134520_0343_D/crop_0005_0.86.jpg
DJI_20260615134520_0343_D.JPG,7,0.851,unknown,Не определено,0.5067,field_thistle,Бодяк полевой,0.5067,unknown,Не определено,0.7457,manual_review,True,2944,872,3006,933,62,61,52.92513666666667,63.36393,314.149,1.7,2026-06-15 08:45:20 +0000,crops/DJI_20260615134520_0343_D/crop_0006_0.85.jpg
DJI_20260615134520_0343_D.JPG,8,0.8501,unknown,Не определено,0.6231,crop_wheat,Пшеница (Культура / Фон),0.6231,unknown,Не определено,0.7051,manual_review,True,639,1584,691,1658,52,74,52.92513666666667,63.36393,314.149,1.7,2026-06-15 08:45:20 +0000,crops/DJI_20260615134520_0343_D/crop_0007_0.85.jpg
DJI_20260615134520_0343_D.JPG,9,0.8488,unknown,Не определено,0.602,crop_wheat,Пшеница (Культура / Фон),0.602,unknown,Не определено,0.8359,manual_review,True,2839,1024,3325,1855,486,831,52.92513666666667,63.36393,314.149,1.7,2026-06-15 08:45:20 +0000,crops/DJI_20260615134520_0343_D/crop_0008_0.85.jpg
DJI_20260615134520_0343_D.JPG,10,0.8488,unknown,Не определено,0.6297,crop_wheat,Пшеница (Культура / Фон),0.6297,unknown,Не определено,0.7976,manual_review,True,2869,925,3326,1278,457,353,52.92513666666667,63.36393,314.149,1.7,2026-06-15 08:45:20 +0000,crops/DJI_20260615134520_0343_D/crop_0009_0.85.jpg
DJI_20260615134520_0343_D.JPG,12,0.8383,unknown,Не определено,0.5086,crop_wheat,Пшеница (Культура / Фон),0.5086,unknown,Не определено,0.5842,manual_review,True,2126,97,2235,180,109,83,52.92513666666667,63.36393,314.149,1.7,2026-06-15 08:45:20 +0000,crops/DJI_20260615134520_0343_D/crop_0011_0.84.jpg
DJI_20260615134520_0343_D.JPG,20,0.8231,unknown,Не определено,0.6379,crop_wheat,Пшеница (Культура / Фон),0.6379,unknown,Не определено,0.6336,manual_review,True,2494,1210,2559,1278,65,68,52.92513666666667,63.36393,314.149,1.7,2026-06-15 08:45:20 +0000,crops/DJI_20260615134520_0343_D/crop_0019_0.82.jpg
DJI_20260615134520_0343_D.JPG,21,0.8227,unknown,Не определено,0.5214,field_thistle,Бодяк полевой,0.5214,unknown,Не определено,0.5823,manual_review,True,1024,341,1667,1061,643,720,52.92513666666667,63.36393,314.149,1.7,2026-06-15 08:45:20 +0000,crops/DJI_20260615134520_0343_D/crop_0020_0.82.jpg
DJI_20260615134520_0343_D.JPG,24,0.817,unknown,Не определено,0.6308,crop_wheat,Пшеница (Культура / Фон),0.6308,unknown,Не определено,0.6953,manual_review,True,1908,650,1952,752,44,102,52.92513666666667,63.36393,314.149,1.7,2026-06-15 08:45:20 +0000,crops/DJI_20260615134520_0343_D/crop_0023_0.82.jpg
DJI_20260615134520_0343_D.JPG,27,0.803,unknown,Не определено,0.4719,crop_wheat,Пшеница (Культура / Фон),0.4719,unknown,Не определено,0.6938,manual_review,True,2065,99,2106,214,41,115,52.92513666666667,63.36393,314.149,1.7,2026-06-15 08:45:20 +0000,crops/DJI_20260615134520_0343_D/crop_0026_0.80.jpg
DJI_20260615134520_0343_D.JPG,30,0.7963,unknown,Не определено,0.6483,crop_wheat,Пшеница (Культура / Фон),0.6483,unknown,Не определено,0.5838,manual_review,True,3374,361,3563,522,189,161,52.92513666666667,63.36393,314.149,1.7,2026-06-15 08:45:20 +0000,crops/DJI_20260615134520_0343_D/crop_0029_0.80.jpg
DJI_20260615134520_0343_D.JPG,31,0.7921,unknown,Не определено,0.5185,crop_wheat,Пшеница (Культура / Фон),0.5185,unknown,Не определено,0.7815,manual_review,True,965,2167,1009,2221,44,54,52.92513666666667,63.36393,314.149,1.7,2026-06-15 08:45:20 +0000,crops/DJI_20260615134520_0343_D/crop_0030_0.79.jpg
DJI_20260615134520_0343_D.JPG,33,0.787,unknown,Не определено,0.5927,crop_wheat,Пшеница (Культура / Фон),0.5927,unknown,Не определено,0.6992,manual_review,True,2459,1126,2519,1166,60,40,52.92513666666667,63.36393,314.149,1.7,2026-06-15 08:45:20 +0000,crops/DJI_20260615134520_0343_D/crop_0032_0.79.jpg
DJI_20260615134520_0343_D.JPG,39,0.7736,unknown,Не определено,0.5239,crop_wheat,Пшеница (Культура / Фон),0.5239,unknown,Не определено,0.7524,manual_review,True,3290,269,4096,1180,806,911,52.92513666666667,63.36393,314.149,1.7,2026-06-15 08:45:20 +0000,crops/DJI_20260615134520_0343_D/crop_0038_0.77.jpg
DJI_20260615134520_0343_D.JPG,42,0.77,unknown,Не определено,0.5766,crop_wheat,Пшеница (Культура / Фон),0.5766,unknown,Не определено,0.6778,manual_review,True,2318,160,2353,207,35,47,52.92513666666667,63.36393,314.149,1.7,2026-06-15 08:45:20 +0000,crops/DJI_20260615134520_0343_D/crop_0041_0.77.jpg
DJI_20260615134520_0343_D.JPG,43,0.767,unknown,Не определено,0.5429,crop_wheat,Пшеница (Культура / Фон),0.5429,unknown,Не определено,0.544,manual_review,True,2162,460,2219,511,57,51,52.92513666666667,63.36393,314.149,1.7,2026-06-15 08:45:20 +0000,crops/DJI_20260615134520_0343_D/crop_0042_0.77.jpg
DJI_20260615134520_0343_D.JPG,44,0.7669,unknown,Не определено,0.495,crop_wheat,Пшеница (Культура / Фон),0.495,unknown,Не определено,0.7765,manual_review,True,70,602,989,1277,919,675,52.92513666666667,63.36393,314.149,1.7,2026-06-15 08:45:20 +0000,crops/DJI_20260615134520_0343_D/crop_0043_0.77.jpg
DJI_20260615134520_0343_D.JPG,45,0.7641,unknown,Не определено,0.4206,crop_wheat,Пшеница (Культура / Фон),0.4206,unknown,Не определено,0.5553,manual_review,True,929,402,1279,986,350,584,52.92513666666667,63.36393,314.149,1.7,2026-06-15 08:45:20 +0000,crops/DJI_20260615134520_0343_D/crop_0044_0.76.jpg
DJI_20260615134520_0343_D.JPG,46,0.7593,unknown,Не определено,0.4874,crop_wheat,Пшеница (Культура / Фон),0.4874,unknown,Не определено,0.7567,manual_review,True,697,1525,1153,1784,456,259,52.92513666666667,63.36393,314.149,1.7,2026-06-15 08:45:20 +0000,crops/DJI_20260615134520_0343_D/crop_0045_0.76.jpg
DJI_20260615134520_0343_D.JPG,50,0.7464,unknown,Не определено,0.5109,crop_wheat,Пшеница (Культура / Фон),0.5109,unknown,Не определено,0.5105,manual_review,True,2251,115,2285,171,34,56,52.92513666666667,63.36393,314.149,1.7,2026-06-15 08:45:20 +0000,crops/DJI_20260615134520_0343_D/crop_0049_0.75.jpg
DJI_20260615134520_0343_D.JPG,52,0.7289,unknown,Не определено,0.4382,field_bindweed,Вьюнок полевой,0.4382,unknown,Не определено,0.7917,manual_review,True,1415,1450,2280,2304,865,854,52.92513666666667,63.36393,314.149,1.7,2026-06-15 08:45:20 +0000,crops/DJI_20260615134520_0343_D/crop_0051_0.73.jpg
DJI_20260615134520_0343_D.JPG,53,0.7226,unknown,Не определено,0.5438,crop_wheat,Пшеница (Культура / Фон),0.5438,unknown,Не определено,0.6093,manual_review,True,942,395,999,434,57,39,52.92513666666667,63.36393,314.149,1.7,2026-06-15 08:45:20 +0000,crops/DJI_20260615134520_0343_D/crop_0052_0.72.jpg
DJI_20260615134520_0343_D.JPG,54,0.7219,unknown,Не определено,0.5113,crop_wheat,Пшеница (Культура / Фон),0.5113,unknown,Не определено,0.6901,manual_review,True,654,1414,704,1436,50,22,52.92513666666667,63.36393,314.149,1.7,2026-06-15 08:45:20 +0000,crops/DJI_20260615134520_0343_D/crop_0053_0.72.jpg
DJI_20260615134520_0343_D.JPG,58,0.7062,unknown,Не определено,0.4543,field_thistle,Бодяк полевой,0.4543,unknown,Не определено,0.7272,manual_review,True,2523,1341,2582,1396,59,55,52.92513666666667,63.36393,314.149,1.7,2026-06-15 08:45:20 +0000,crops/DJI_20260615134520_0343_D/crop_0057_0.71.jpg
DJI_20260615134520_0343_D.JPG,59,0.7047,unknown,Не определено,0.5494,crop_wheat,Пшеница (Культура / Фон),0.5494,unknown,Не определено,0.6188,manual_review,True,807,2572,851,2628,44,56,52.92513666666667,63.36393,314.149,1.7,2026-06-15 08:45:20 +0000,crops/DJI_20260615134520_0343_D/crop_0058_0.70.jpg
DJI_20260615134520_0343_D.JPG,61,0.7032,unknown,Не определено,0.4958,field_thistle,Бодяк полевой,0.4958,unknown,Не определено,0.5923,manual_review,True,2048,2032,2853,2944,805,912,52.92513666666667,63.36393,314.149,1.7,2026-06-15 08:45:20 +0000,crops/DJI_20260615134520_0343_D/crop_0060_0.70.jpg
DJI_20260615134520_0343_D.JPG,63,0.6969,unknown,Не определено,0.6496,crop_wheat,Пшеница (Культура / Фон),0.6496,unknown,Не определено,0.7624,manual_review,True,2048,1485,2887,2304,839,819,52.92513666666667,63.36393,314.149,1.7,2026-06-15 08:45:20 +0000,crops/DJI_20260615134520_0343_D/crop_0062_0.70.jpg
DJI_20260615134520_0343_D.JPG,67,0.6821,unknown,Не определено,0.5867,crop_wheat,Пшеница (Культура / Фон),0.5867,unknown,Не определено,0.6352,manual_review,True,704,2483,782,2543,78,60,52.92513666666667,63.36393,314.149,1.7,2026-06-15 08:45:20 +0000,crops/DJI_20260615134520_0343_D/crop_0066_0.68.jpg
DJI_20260615134520_0343_D.JPG,68,0.6804,field_thistle,Бодяк полевой,1.0000,field_thistle,Бодяк полевой,1.0000,unknown,Не определено,0.9078,spray_weed,False,1462,1929,2304,2847,842,918,52.92513666666667,63.36393,314.149,1.7,2026-06-15 08:45:20 +0000,crops/DJI_20260615134520_0343_D/crop_0067_0.68.jpg
